Category	English	Chinese	Path
ITEMS.FOOD	Slickster Egg	小油怪蛋	STRINGS.ITEMS.FOOD.OILFLOATEREGG.NAME
ITEMS.FOOD	Soufflé Pancakes	舒芙蕾鬆餅	STRINGS.ITEMS.FOOD.PANCAKES.NAME
ITEMS.FOOD	Pasta	義大利麵	STRINGS.ITEMS.FOOD.PASTA.NAME
ITEMS.FOOD	Pemmican	乾肉餅	STRINGS.ITEMS.FOOD.PEMMICAN.NAME
ITEMS.FOOD	Pickled Meal	醃米虱	STRINGS.ITEMS.FOOD.PICKLEDMEAL.NAME
ITEMS.FOOD	Plant Meat	植物肉	STRINGS.ITEMS.FOOD.PLANTMEAT.NAME
ITEMS.FOOD	Popcorn	爆米花	STRINGS.ITEMS.FOOD.POPCORN.NAME
ITEMS.FOOD	Jawbo Fillet	顎魚魚片	STRINGS.ITEMS.FOOD.PREHISTORICPACUFILLET.NAME
ITEMS.FOOD	Bristle Berry	鬃果	STRINGS.ITEMS.FOOD.PRICKLEFRUIT.NAME
ITEMS.FOOD	Puft Egg	帕夫蛋	STRINGS.ITEMS.FOOD.PUFTEGG.NAME
ITEMS.FOOD	Dried Mushroom Quiche	乾燥蘑菇派	STRINGS.ITEMS.FOOD.QUICHE.DEHYDRATED.NAME
ITEMS.FOOD	Mushroom Quiche	蘑菇鹹派	STRINGS.ITEMS.FOOD.QUICHE.NAME
ITEMS.FOOD	Raw Egg	生蛋	STRINGS.ITEMS.FOOD.RAWEGG.NAME
ITEMS.FOOD	Rot Pile	腐壞物	STRINGS.ITEMS.FOOD.ROTPILE.NAME
ITEMS.FOOD	Dried Stuffed Berry	乾燥鬃果塔	STRINGS.ITEMS.FOOD.SALSA.DEHYDRATED.NAME
ITEMS.FOOD	Stuffed Berry	鬃果塔	STRINGS.ITEMS.FOOD.SALSA.NAME
ITEMS.FOOD	Salty Sticks	鹽棒	STRINGS.ITEMS.FOOD.SALTYSTICKSFOOD.NAME
ITEMS.FOOD	Raw Shellfish	生貝肉	STRINGS.ITEMS.FOOD.SHELLFISHMEAT.NAME
ITEMS.FOOD	Tender Brisket	嫩胸肉	STRINGS.ITEMS.FOOD.SMOKEDDINOSAURMEAT.NAME
ITEMS.FOOD	Smoked Fish	煙燻魚	STRINGS.ITEMS.FOOD.SMOKEDFISH.NAME
ITEMS.FOOD	Veggie Poppers	爆米花	STRINGS.ITEMS.FOOD.SMOKEDVEGETABLES.NAME
ITEMS.FOOD	Dried Pepper Bread	乾胡椒麵包	STRINGS.ITEMS.FOOD.SPICEBREAD.DEHYDRATED.NAME
ITEMS.FOOD	Pepper Bread	胡椒麵包	STRINGS.ITEMS.FOOD.SPICEBREAD.NAME
ITEMS.FOOD	Pincha Peppernut	胡椒	STRINGS.ITEMS.FOOD.SPICENUT.NAME
ITEMS.FOOD	Dried Spicy Tofu	乾麻婆豆腐	STRINGS.ITEMS.FOOD.SPICYTOFU.DEHYDRATED.NAME
ITEMS.FOOD	Spicy Tofu	麻婆豆腐	STRINGS.ITEMS.FOOD.SPICYTOFU.NAME
ITEMS.FOOD	Calamari	魷魚肉	STRINGS.ITEMS.FOOD.SQUIDMEAT.NAME
ITEMS.FOOD	Dried Surf'n'Turf	乾燥海陸餐	STRINGS.ITEMS.FOOD.SURFANDTURF.DEHYDRATED.NAME
ITEMS.FOOD	Surf'n'Turf	海陸大餐	STRINGS.ITEMS.FOOD.SURFANDTURF.NAME
ITEMS.FOOD	Sushi	壽司	STRINGS.ITEMS.FOOD.SUSHI.NAME
ITEMS.FOOD	Swampy Delights	沼澤果乾	STRINGS.ITEMS.FOOD.SWAMPDELIGHTS.NAME
ITEMS.FOOD	Swamp Chard Heart	沼澤甜菜心	STRINGS.ITEMS.FOOD.SWAMPFORAGEPLANT.NAME
ITEMS.FOOD	Bog Jelly	沼澤果凍	STRINGS.ITEMS.FOOD.SWAMPFRUIT.NAME
ITEMS.FOOD	Tofu	豆腐	STRINGS.ITEMS.FOOD.TOFU.NAME
ITEMS.FOOD	Uni	針膽黃	STRINGS.ITEMS.FOOD.URCHINMEAT.NAME
ITEMS.FOOD	Ovagro Fig	蔓殖燈籠果	STRINGS.ITEMS.FOOD.VINEFRUIT.NAME
ITEMS.FOOD	Roast Grubfruit Nut	烤蟲蜜果	STRINGS.ITEMS.FOOD.WORMBASICFOOD.NAME
ITEMS.FOOD	Spindly Grubfruit	劣質蟲蜜果	STRINGS.ITEMS.FOOD.WORMBASICFRUIT.NAME
ITEMS.FOOD	Grubfruit Preserve	蟲蜜果醬	STRINGS.ITEMS.FOOD.WORMSUPERFOOD.NAME
ITEMS.FOOD	Grubfruit	蟲蜜果	STRINGS.ITEMS.FOOD.WORMSUPERFRUIT.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Small Pokeshell Molt	小拋殼蟹殼	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.BABY_CRAB_SHELL.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Small Oakshell Molt	小木殼蟹殼	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.BABY_CRAB_SHELL.VARIANT_WOOD.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Reed Fiber	蘆葦纖維	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.BASIC_FABRIC.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Pokeshell Molt	拋殼蟹殼	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.CRAB_SHELL.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Oakshell Molt	木殼蟹殼	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.CRAB_SHELL.VARIANT_WOOD.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Dewdrip	凝露珠	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.DEWDRIP.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Egg Shell	蛋殼	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.EGG_SHELL.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Eco Power Bank	環保行動電源	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.ELECTROBANK.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Empty Eco Power Bank	空的環保行動電源	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.ELECTROBANK_EMPTY.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Power Bank Scrap	行動電源廢料	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.ELECTROBANK_GARBAGE.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Metal Power Bank	金屬行動電源	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.ELECTROBANK_METAL_ORE.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Atomic Power Bank	原子行動電源	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.ELECTROBANK_SELFCHARGING.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Uranium Ore Power Bank	鈾礦行動電源	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.ELECTROBANK_URANIUM_ORE.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Micronutrient Fertilizer	肥料包	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.FARM_STATION_TOOLS.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Feather Fiber	羽毛纖維	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.FEATHER_FABRIC.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Fuel Brick	燃料磚	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.FUEL_BRICK.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Vacillator Recharge	振盪器充能	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.GENE_SHUFFLER_RECHARGE.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Regal Bammoth Crest	帝王絨兔羽冠	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.GOLD_BELLY_CROWN.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Bammoth Patty	猛瑪絨兔金	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.ICE_BELLY_POOP.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Custom Parts	客製零件	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.MACHINE_PARTS.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Data Bank	資料磁片	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.ORBITAL_RESEARCH_DATABANK.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Plant Husk	植物纖維	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.PLANT_FIBER.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Plastic Gasket	塑膠密封墊	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.PLASTIC_GASKET.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Microchip	微晶片	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.POWER_STATION_TOOLS.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Refined Sugar	精製糖	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.REFINED_SUGAR.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Rubber Gasket	橡膠密封墊	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.RUBBER_GASKET.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Gildgo Molt	鍍金螺殼	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.SNAIL_IRON_SHELL.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Slogo Molt	緩螺殼	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.SNAIL_SHELL.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Table Salt	食鹽	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.TABLE_SALT.NAME
ITEMS.INDUSTRIAL_PRODUCTS	Trap Components	陷阱組件	STRINGS.ITEMS.INDUSTRIAL_PRODUCTS.TRAP_PARTS.NAME
ITEMS.INGREDIENTS	Tonic Root	辛香根	STRINGS.ITEMS.INGREDIENTS.GINGER.NAME
ITEMS.INGREDIENTS	Seakomb Leaf	海梳葉	STRINGS.ITEMS.INGREDIENTS.KELP.NAME
ITEMS.INGREDIENTS	Balm Lily Flower	香水百合	STRINGS.ITEMS.INGREDIENTS.SWAMPLILYFLOWER.NAME
ITEMS.LUBRICATIONSTICK	Gear Balm	齒輪膏	STRINGS.ITEMS.LUBRICATIONSTICK.NAME
ITEMS.MISSILE_BASIC	Blastshot	爆破彈	STRINGS.ITEMS.MISSILE_BASIC.NAME
ITEMS.MISSILE_LONGRANGE	Intracosmic Blastshot	星際爆破彈	STRINGS.ITEMS.MISSILE_LONGRANGE.NAME
ITEMS.PILLS	Serum Vial	血清瓶	STRINGS.ITEMS.PILLS.ADVANCEDCURE.NAME
ITEMS.PILLS	Curative Tablet	治療藥片	STRINGS.ITEMS.PILLS.BASICCURE.NAME
ITEMS.PILLS	Medical Pack	醫療包	STRINGS.ITEMS.PILLS.INTERMEDIATECURE.NAME
ITEMS.RADIATION	Radbolts	輻射粒子	STRINGS.ITEMS.RADIATION.HIGHENERGYPARITCLE.NAME
ITEMS.RAILGUNPAYLOAD	Interplanetary Payload	星際貨箱	STRINGS.ITEMS.RAILGUNPAYLOAD.NAME
ITEMS.SPICES	Machinist Spice	機械師香料	STRINGS.ITEMS.SPICES.MACHINERY_SPICE.NAME
ITEMS.SPICES	Rocketeer Spice	火箭手香料	STRINGS.ITEMS.SPICES.PILOTING_SPICE.NAME
ITEMS.SPICES	Freshener Spice	清新香料	STRINGS.ITEMS.SPICES.PRESERVING_SPICE.NAME
ITEMS.SPICES	Brawny Spice	強壯香料	STRINGS.ITEMS.SPICES.STRENGTH_SPICE.NAME
ITEMS.TALLOWLUBRICATIONSTICK	Tallow Gear Balm	生質齒輪膏	STRINGS.ITEMS.TALLOWLUBRICATIONSTICK.NAME
RESEARCH.OTHER_TECH_ITEMS	Farming Booster Pattern	耕種增效卡匣模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.AGRICULTUREBOOSTER.NAME
RESEARCH.OTHER_TECH_ITEMS	Athletics Booster Pattern	體能增效卡匣模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.ATHLETICSBOOSTER.NAME
RESEARCH.OTHER_TECH_ITEMS	Atmo Suit Pattern	太空衣模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.ATMO_SUIT.NAME
RESEARCH.OTHER_TECH_ITEMS	Automation Overlay	自動化概覽	STRINGS.RESEARCH.OTHER_TECH_ITEMS.AUTOMATION_OVERLAY.NAME
RESEARCH.OTHER_TECH_ITEMS	Advanced Research Capability	進階研究點數	STRINGS.RESEARCH.OTHER_TECH_ITEMS.BETA_RESEARCH_POINT.NAME
RESEARCH.OTHER_TECH_ITEMS	Building Booster Pattern	建造增效卡匣模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.CONSTRUCTIONBOOSTER.NAME
RESEARCH.OTHER_TECH_ITEMS	Conveyor Overlay	運輸概覽	STRINGS.RESEARCH.OTHER_TECH_ITEMS.CONVEYOR_OVERLAY.NAME
RESEARCH.OTHER_TECH_ITEMS	Cooking Booster Pattern	烹飪增效卡匣模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.COOKINGBOOSTER.NAME
RESEARCH.OTHER_TECH_ITEMS	Decorating Booster Pattern	裝飾增效卡匣模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.CREATIVITYBOOSTER.NAME
RESEARCH.OTHER_TECH_ITEMS	Materials Science Research Capability	材料科學研究點數	STRINGS.RESEARCH.OTHER_TECH_ITEMS.DELTA_RESEARCH_POINT.NAME
RESEARCH.OTHER_TECH_ITEMS	Metal Power Bank Pattern	金屬行動電源模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.DISPOSABLE_ELECTROBANK_METAL_ORE.NAME
RESEARCH.OTHER_TECH_ITEMS	Uranium Ore Power Bank Pattern	鈾礦行動電源模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.DISPOSABLE_ELECTROBANK_URANIUM_ORE.NAME
RESEARCH.OTHER_TECH_ITEMS	Swimwear Pattern	泳裝模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.DRY_SUIT.NAME
RESEARCH.OTHER_TECH_ITEMS	Eco Power Bank Pattern	環保行動電源模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.ELECTROBANK.NAME
RESEARCH.OTHER_TECH_ITEMS	Digging Booster Pattern	挖掘增效卡匣模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.EXCAVATIONBOOSTER.NAME
RESEARCH.OTHER_TECH_ITEMS	Dowsing Booster Pattern	探測增效卡匣模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.EXPLORERBOOSTER.NAME
RESEARCH.OTHER_TECH_ITEMS	Flydo Pattern	飛尋機模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.FETCHDRONE.NAME
RESEARCH.OTHER_TECH_ITEMS	Interstellar Research Capability	星際研究點數	STRINGS.RESEARCH.OTHER_TECH_ITEMS.GAMMA_RESEARCH_POINT.NAME
RESEARCH.OTHER_TECH_ITEMS	Gasket Pattern	密封圈模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.GASKET.NAME
RESEARCH.OTHER_TECH_ITEMS	Ranching Booster Pattern	畜牧增效卡匣模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.HUSBANDRYBOOSTER.NAME
RESEARCH.OTHER_TECH_ITEMS	Jet Suit Pattern	飛行衣模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.JET_SUIT.NAME
RESEARCH.OTHER_TECH_ITEMS	Lead Suit Pattern	輻射防護衣模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.LEAD_SUIT.NAME
RESEARCH.OTHER_TECH_ITEMS	Gear Balm Pattern	齒輪膏模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.LUBRICATION_STICK.NAME
RESEARCH.OTHER_TECH_ITEMS	Operating Booster Pattern	操作增效卡匣模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.MACHINERYBOOSTER.NAME
RESEARCH.OTHER_TECH_ITEMS	Doctoring Booster Pattern	醫療增效卡匣模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.MEDICINEBOOSTER.NAME
RESEARCH.OTHER_TECH_ITEMS	Data Analysis Research Capability	軌道研究點數	STRINGS.RESEARCH.OTHER_TECH_ITEMS.ORBITAL_RESEARCH_POINT.NAME
RESEARCH.OTHER_TECH_ITEMS	Oxygen Mask Pattern	氧氣面罩模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.OXYGEN_MASK.NAME
RESEARCH.OTHER_TECH_ITEMS	Rubber Boots Pattern	橡膠靴模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.RUBBER_BOOTS.NAME
RESEARCH.OTHER_TECH_ITEMS	Researching Booster Pattern	研究增效卡匣模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.SCIENCEBOOSTER.NAME
RESEARCH.OTHER_TECH_ITEMS	Atomic Power Bank Pattern	原子行動電源模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.SELFCHARGINGELECTROBANK.NAME
RESEARCH.OTHER_TECH_ITEMS	Strength Booster Pattern	力量增效卡匣模板	STRINGS.RESEARCH.OTHER_TECH_ITEMS.STRENGTHBOOSTER.NAME
RESEARCH.OTHER_TECH_ITEMS	Exosuit Overlay	太空衣概覽	STRINGS.RESEARCH.OTHER_TECH_ITEMS.SUITS_OVERLAY.NAME
RESEARCH.OTHER_TECH_ITEMS	Advanced Chemical Production	進階化學生產	STRINGS.RESEARCH.OTHER_TECH_ITEMS.SUPER_LIQUIDS.NAME
RESEARCH.TECHS	Sound Amplifiers	擴音器	STRINGS.RESEARCH.TECHS.ACOUSTICS.NAME
RESEARCH.TECHS	Emulsification	乳化	STRINGS.RESEARCH.TECHS.ADVANCEDDISTILLATION.NAME
RESEARCH.TECHS	Filtration	過濾	STRINGS.RESEARCH.TECHS.ADVANCEDFILTRATION.NAME
RESEARCH.TECHS	More Materials Science Research	進階材料科學研究	STRINGS.RESEARCH.TECHS.ADVANCEDNUCLEARRESEARCH.NAME
RESEARCH.TECHS	Advanced Power Regulation	進階電力調整	STRINGS.RESEARCH.TECHS.ADVANCEDPOWERREGULATION.NAME
RESEARCH.TECHS	Advanced Resource Extraction	先進資源提取	STRINGS.RESEARCH.TECHS.ADVANCEDRESOURCEEXTRACTION.NAME
RESEARCH.TECHS	Advanced Sanitation	進階衛生	STRINGS.RESEARCH.TECHS.ADVANCEDSANITATION.NAME
RESEARCH.TECHS	Sensitive Microimaging	高感度微成像	STRINGS.RESEARCH.TECHS.ADVANCEDSCANNERS.NAME
RESEARCH.TECHS	Power Amplifiers	功率放大器	STRINGS.RESEARCH.TECHS.AMPLIFIERS.NAME
RESEARCH.TECHS	Creature Comforts	生物舒適	STRINGS.RESEARCH.TECHS.ANIMALCOMFORT.NAME
RESEARCH.TECHS	Animal Control	動物控管	STRINGS.RESEARCH.TECHS.ANIMALCONTROL.NAME
RESEARCH.TECHS	Artificial Friends	人造朋友	STRINGS.RESEARCH.TECHS.ARTIFICIALFRIENDS.NAME
RESEARCH.TECHS	Artistic Expression	藝術表現	STRINGS.RESEARCH.TECHS.ARTISTRY.NAME
RESEARCH.TECHS	Brute-Force Refinement	蠻力精煉	STRINGS.RESEARCH.TECHS.BASICREFINEMENT.NAME
RESEARCH.TECHS	Introductory Rocketry	火箭入門	STRINGS.RESEARCH.TECHS.BASICROCKETRY.NAME
RESEARCH.TECHS	Improved Hydrocarbon Propulsion	改良碳氫動力	STRINGS.RESEARCH.TECHS.BETTERHYDROCARBONPROPULSION.NAME
RESEARCH.TECHS	Bioengineering	生物工程	STRINGS.RESEARCH.TECHS.BIOENGINEERING.NAME
RESEARCH.TECHS	Solid Cargo	固體貨艙	STRINGS.RESEARCH.TECHS.CARGOI.NAME
RESEARCH.TECHS	Liquid and Gas Cargo	液體與氣體貨艙	STRINGS.RESEARCH.TECHS.CARGOII.NAME
RESEARCH.TECHS	Unique Cargo	特殊貨艙	STRINGS.RESEARCH.TECHS.CARGOIII.NAME
RESEARCH.TECHS	Catalytics	催化學	STRINGS.RESEARCH.TECHS.CATALYTICS.NAME
RESEARCH.TECHS	Textile Production	紡織工藝	STRINGS.RESEARCH.TECHS.CLOTHING.NAME
RESEARCH.TECHS	Internal Combustion	內燃機	STRINGS.RESEARCH.TECHS.COMBUSTION.NAME
RESEARCH.TECHS	Crash Plan	防撞計劃	STRINGS.RESEARCH.TECHS.CRASHPLAN.NAME
RESEARCH.TECHS	Cryofuel Propulsion	低溫燃料動力	STRINGS.RESEARCH.TECHS.CRYOFUELPROPULSION.NAME
RESEARCH.TECHS	Brackene Flow	鹹乳供應	STRINGS.RESEARCH.TECHS.DAIRYOPERATION.NAME
RESEARCH.TECHS	Data Science	資料科學	STRINGS.RESEARCH.TECHS.DATASCIENCE.NAME
RESEARCH.TECHS	Decontamination	除汙	STRINGS.RESEARCH.TECHS.DIRECTEDAIRSTREAMS.NAME
RESEARCH.TECHS	Distillation	蒸餾	STRINGS.RESEARCH.TECHS.DISTILLATION.NAME
RESEARCH.TECHS	Computing	計算機	STRINGS.RESEARCH.TECHS.DUPETRAFFICCONTROL.NAME
RESEARCH.TECHS	Durable Life Support	耐用的維生裝置	STRINGS.RESEARCH.TECHS.DURABLELIFESUPPORT.NAME
RESEARCH.TECHS	Solid Fuel Combustion	固體燃料引擎	STRINGS.RESEARCH.TECHS.ENGINESI.NAME
RESEARCH.TECHS	Hydrocarbon Combustion	碳氫燃料引擎	STRINGS.RESEARCH.TECHS.ENGINESII.NAME
RESEARCH.TECHS	Cryofuel Combustion	低溫燃料引擎	STRINGS.RESEARCH.TECHS.ENGINESIII.NAME
RESEARCH.TECHS	Environmental Appreciation	環境欣賞	STRINGS.RESEARCH.TECHS.ENVIRONMENTALAPPRECIATION.NAME
RESEARCH.TECHS	Basic Farming	基礎耕種	STRINGS.RESEARCH.TECHS.FARMINGTECH.NAME
RESEARCH.TECHS	Fine Art	精美藝術	STRINGS.RESEARCH.TECHS.FINEART.NAME
RESEARCH.TECHS	Meal Preparation	膳食準備	STRINGS.RESEARCH.TECHS.FINEDINING.NAME
RESEARCH.TECHS	Gourmet Meal Preparation	美食準備	STRINGS.RESEARCH.TECHS.FINERDINING.NAME
RESEARCH.TECHS	Flow Redirection	流體方向調整	STRINGS.RESEARCH.TECHS.FLOWREDIRECTION.NAME
RESEARCH.TECHS	Food Repurposing	食物再製	STRINGS.RESEARCH.TECHS.FOODREPURPOSING.NAME
RESEARCH.TECHS	Gas Distribution	氣體分配	STRINGS.RESEARCH.TECHS.GASDISTRIBUTION.NAME
RESEARCH.TECHS	Ventilation	氣體管道	STRINGS.RESEARCH.TECHS.GASPIPING.NAME
RESEARCH.TECHS	Generic Sensors	通用感測器	STRINGS.RESEARCH.TECHS.GENERICSENSORS.NAME
RESEARCH.TECHS	Glass Blowing	玻璃吹製	STRINGS.RESEARCH.TECHS.GLASSFURNISHINGS.NAME
RESEARCH.TECHS	Pressurized Forging	壓力鍛造	STRINGS.RESEARCH.TECHS.HIGHPRESSUREFORGING.NAME
RESEARCH.TECHS	Superheated Forging	高溫鍛造	STRINGS.RESEARCH.TECHS.HIGHTEMPFORGING.NAME
RESEARCH.TECHS	High Velocity Destruction	高速破壞	STRINGS.RESEARCH.TECHS.HIGHVELOCITYDESTRUCTION.NAME
RESEARCH.TECHS	High Velocity Transport	高速運輸	STRINGS.RESEARCH.TECHS.HIGHVELOCITYTRANSPORT.NAME
RESEARCH.TECHS	HVAC	暖通空調	STRINGS.RESEARCH.TECHS.HVAC.NAME
RESEARCH.TECHS	Hydrocarbon Propulsion	碳氫動力	STRINGS.RESEARCH.TECHS.HYDROCARBONPROPULSION.NAME
RESEARCH.TECHS	Fossil Fuels	化石燃料	STRINGS.RESEARCH.TECHS.IMPROVEDCOMBUSTION.NAME
RESEARCH.TECHS	Improved Ventilation	改良氣體管道	STRINGS.RESEARCH.TECHS.IMPROVEDGASPIPING.NAME
RESEARCH.TECHS	Improved Plumbing	改良液體管道	STRINGS.RESEARCH.TECHS.IMPROVEDLIQUIDPIPING.NAME
RESEARCH.TECHS	Air Systems	空氣系統	STRINGS.RESEARCH.TECHS.IMPROVEDOXYGEN.NAME
RESEARCH.TECHS	Interior Decor	室內裝飾	STRINGS.RESEARCH.TECHS.INTERIORDECOR.NAME
RESEARCH.TECHS	Personal Flight	個人飛行	STRINGS.RESEARCH.TECHS.JETPACKS.NAME
RESEARCH.TECHS	Employment	工作	STRINGS.RESEARCH.TECHS.JOBS.NAME
RESEARCH.TECHS	Liquid Distribution	液體分配	STRINGS.RESEARCH.TECHS.LIQUIDDISTRIBUTION.NAME
RESEARCH.TECHS	Liquid-Based Refinement Processes	液體精煉加工	STRINGS.RESEARCH.TECHS.LIQUIDFILTERING.NAME
RESEARCH.TECHS	Liquid Tuning	液體調節	STRINGS.RESEARCH.TECHS.LIQUIDTEMPERATURE.NAME
RESEARCH.TECHS	Advanced Automation	進階自動化	STRINGS.RESEARCH.TECHS.LOGICCIRCUITS.NAME
RESEARCH.TECHS	Smart Home	智慧家居	STRINGS.RESEARCH.TECHS.LOGICCONTROL.NAME
RESEARCH.TECHS	Home Luxuries	居家奢華	STRINGS.RESEARCH.TECHS.LUXURY.NAME
RESEARCH.TECHS	Pharmacology	藥物學	STRINGS.RESEARCH.TECHS.MEDICINEI.NAME
RESEARCH.TECHS	Medical Equipment	醫療器材	STRINGS.RESEARCH.TECHS.MEDICINEII.NAME
RESEARCH.TECHS	Pathogen Diagnostics	病源識別	STRINGS.RESEARCH.TECHS.MEDICINEIII.NAME
RESEARCH.TECHS	Micro-Targeted Medicine	標靶治療	STRINGS.RESEARCH.TECHS.MEDICINEIV.NAME
RESEARCH.TECHS	Missiles	飛彈	STRINGS.RESEARCH.TECHS.MISSILES.NAME
RESEARCH.TECHS	Monuments	紀念碑	STRINGS.RESEARCH.TECHS.MONUMENTS.NAME
RESEARCH.TECHS	Multiplexing	多工	STRINGS.RESEARCH.TECHS.MULTIPLEXING.NAME
RESEARCH.TECHS	Notification Systems	通知系統	STRINGS.RESEARCH.TECHS.NOTIFICATIONSYSTEMS.NAME
RESEARCH.TECHS	Radbolt Propulsion	輻射粒子動力	STRINGS.RESEARCH.TECHS.NUCLEARPROPULSION.NAME
RESEARCH.TECHS	Radiation Refinement	輻射精煉	STRINGS.RESEARCH.TECHS.NUCLEARREFINEMENT.NAME
RESEARCH.TECHS	Materials Science Research	材料科學研究	STRINGS.RESEARCH.TECHS.NUCLEARRESEARCH.NAME
RESEARCH.TECHS	Radbolt Containment	輻射粒子控制	STRINGS.RESEARCH.TECHS.NUCLEARSTORAGE.NAME
RESEARCH.TECHS	Parallel Automation	並行自動化	STRINGS.RESEARCH.TECHS.PARALLELAUTOMATION.NAME
RESEARCH.TECHS	Plastic Manufacturing	塑膠製造	STRINGS.RESEARCH.TECHS.PLASTICS.NAME
RESEARCH.TECHS	Portable Gases	便攜式氣體	STRINGS.RESEARCH.TECHS.PORTABLEGASSES.NAME
RESEARCH.TECHS	Power Regulation	電力調整	STRINGS.RESEARCH.TECHS.POWERREGULATION.NAME
RESEARCH.TECHS	Advanced Caffeination	高級咖啡因	STRINGS.RESEARCH.TECHS.PRECISIONPLUMBING.NAME
RESEARCH.TECHS	Pressure Management	壓力管理	STRINGS.RESEARCH.TECHS.PRESSUREMANAGEMENT.NAME
RESEARCH.TECHS	Low-Resistance Conductors	低電阻導體	STRINGS.RESEARCH.TECHS.PRETTYGOODCONDUCTORS.NAME
